text	label	label_text
russian film wins bbc world prize russian drama the return (vozvrashchenie) has been named winner of the bbc four world cinema award.  the film tells the story of two adolescent boys who are subjected to a harsh regime when their strict father returns after a 10-year absence. directed by andrey zvyagintsev  the return previously won the 2003 golden lion award at the venice film festival. the prize was presented at an awards ceremony held in london on thursday and hosted by jonathan ross. the winner was chosen by a panel which included x files actress gillian anderson  critic roger clarke and touching the void director kevin mcdonald.  ross  who is the presenter of bbc one s film 2005  was also involved in the deliberations. a shortlist of six films from around the world had been drawn up from which the panel chose. other nominees included the motorcycle diaries  zatoichi and hero. a viewer poll saw director zhang yimou s martial arts epic hero emerge as the favourite with 32% of votes cast. tragedy struck the production of the return when one of the young stars  15-year-old vladimir girin  drowned in a lake. the winner of the world cinema award last year was the french animated feature belleville rendezvous	3	entertainment
nintendo adds media playing to ds nintendo is releasing an adapter for its ds handheld console so it can play music and video.  the add-on for the ds means people can download tv programmes  film clips or mp3 files to the adaptor and then play them back while on the move. the release of the media add-on is an attempt by the japanese games giant to protect its dominance of the handheld gaming market. nintendo said the media adapter will be available from february in japan.  the nintendo ds is the successor to the hugely successful gameboy handheld game console and went on sale in japan on 2 december. the ds has two screens  one of which is touch sensitive  and also has on-board a short-range wireless link that lets people play against each other.  the launch of the media adapter  and the attempt to broaden the appeal of the device  is widely seen as a response to the unveiling of the sony psp which was built as a multi-purpose media player and game gadget from the start. sony is thought to be preparing pre-packaged movies and music for the psp. the add-on will also work with the gameboy advance sp. nintendo dominates the handheld gaming console world thanks to successive versions of the gameboy. more than 28 million gameboy advance handhelds have been sold around the world. the dual-screen ds is also thought to be selling well with more than 2.5 million expected to be sold by the end of 2004. nintendo said it had no plans to sell the media adapter outside japan. when it goes on sale the adapter is expected to cost about 5000 yen (£25)  roughly the difference in price between the ds and the higher-priced sony psp.	0	tech
us interest rates increased to 2% us interest rates are to rise for the fourth time in five months  in a widely anticipated move.  the federal reserve has raised its key federal funds rate by a quarter percentage point to 2% in light of mounting evidence that the us economy is regaining steam. us companies created twice as many jobs as expected in october while exports hit record levels in september. analysts said a clear-cut victory for president bush in last week s election paved the way for a rise. another rise could be in store for december  some economists warned.  the fed s open market committee - which sets interest rate policy in the us - voted unanimously in favour of a quarter point rise. the fed has been gradually easing rates up since the summer  with quarter percentage point rises in june  august and september.  the central bank has been acting to restrain inflationary pressures while being careful not to obstruct economic growth. the fed did not rule out raising rates once again in december but noted that any future increases would take place at a  measured  pace. in a statement  the fed said that long-term inflation pressures remained  well contained  while the us economy appeared to be  growing at a moderate pace despite the rise in energy prices . financial analysts broadly welcomed the fed s move and shares traded largely flat. the dow jones industrial average closed down 0.89 points  or 0.01%  at 10 385.48.  recent evidence has pointed to an upturn in the us economy. us firms created 337 000 jobs last month  twice the amount expected  while exports reached record levels in september. the economy grew 3.7% in the third quarter  slower than forecast  but an improvement on the 3.3% growth seen in the second quarter. analysts claimed the fed s assessment of future economic growth was a positive one but stressed that the jury was still out on the prospect of a further rise in december.   let s wait until we see how growth and employment bear up under the fourth quarter s energy price drag before concluding that the fed has more work to do in 2005   said avery shenfeld  senior economist at cibc world markets.   i think the federal reserve does not want to rock the boat and is using a gradual approach in raising the interest rate   said sung won sohn  chief us economist for wells fargo bank.  the economy is doing a bit better right now but there are still some concerns about geopolitics  employment and the price of oil   he added. the further rise in us rates is unlikely to have a direct bearing on uk monetary policy. the bank of england (boe) has kept interest rates on hold at 4.75% for the past three months  leading some commentators to argue that rates may have peaked. in a report published on wednesday  the bank said that with rates at their current level  inflation would rise to its 2% target within two years. however  boe governor mervyn king warned only last month that the era of consistently low inflation and low unemployment may be coming to an end.	1	business
microsoft seeking spyware trojan microsoft is investigating a trojan program that attempts to switch off the firm s anti-spyware software.  the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse  a security manager at microsoft  said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment. microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. the program attempts to disable or delete microsoft s anti-spyware tool and suppress warning messages given to users.  it may also try to steal online banking passwords or other personal information by tracking users  keystrokes.  microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week  microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software. microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use  causes advert pop-ups and slow a pc s performance.	0	tech
hong kong in 2011 world cup bid hong kong is hoping to join japan as co-host of the 2011 rugby world cup.  japan has applied to host the tournament on its own  with the aim of taking it outside rugby s traditional strongholds for the first time. but hong kong rugby football union (hkrfu) chairman john molloy has called for the territory to host one of the pools and a quarter-final. the japanese rugby football union (jrfu) says it has yet to receive a formal presentation from the hkrfu.  at this stage  we are only considering hosting the event by ourselves   said jrfu secretary koji tokumasu.  we cannot examine any proposal unless we get it in a definitive form.  japan faces stiff competition in the form of south africa and new zealand to host the event in seven years  time.   until now  the world cup has been held in countries from the six nations or tri-nations   said tokumasu.  we think  and the irb thinks  that it is time for rugby to go global.  japan is ready to host the tournament and we are looking forward to welcoming the world of rugby to japan.  tokumasu added that the 2002 football world cup  co-hosted by japan and south korea  had been a huge success.  as well as having the infrastructure in place  japan also has the commercial clout to host one of sport s top competitions   he said. last year  japan launched its first professional rugby league and it has the fourth largest number of registered players (125 508) in the world after england  south africa and france.	2	sport
virgin radio offers 3g broadcast uk broadcaster virgin radio says it will become the first station in the world to offer radio via 3g mobiles.  the radio station  in partnership with technology firm sydus  will broadcast on selected 2g and high-speed 3g networks. later this year listeners will be able to download software from the virgin website which enables the service. james cridland  head of new media at virgin radio  said:  it places radio at the heart of the 3g revolution.  virgin radio will be the first station made available followed by two digital stations  virgin radio classic rock and virgin radio groove.  mr cridland said:  this application will enable anyone  anywhere to listen to virgin radio simply with the phone in their pocket.  this allows us to tap into a huge new audience and keep radio relevant for a new generation of listeners.  saumil nanavati  president of sydus  said   this radio player is what the 3g network was built for  giving consumers high-quality and high-data products through a handset in their pocket.  virgin says an hour s listening to the station via mobile would involve about 7.2mb of data  which could prove expensive for people using pay as you download gprs or 3g services. some networks  such as orange  charge up to £1 for every one megabyte of data downloaded. virgin says radio via 2g or 3g mobiles is therefore going to appeal to people with unlimited download deals. there are 30 compatible handsets available from major manufacturers including nokia and samsung while virgin said more than 14.9 million consumers across the globe can use the service currently.	0	tech
brentford v southampton griffin park  tuesday  1 march  1945 gmt  barry knight (kent)  home to manchester united in the quarter-finals  midfielder andrew frampton and striker deon burton are both slight doubts with hamstring injuries  but should be fit saints are missing their entire first-choice midfield of jamie redknapp  graeme le saux  nigel quashie and david prutton. anders svensson and matt oakley are likely replacements with kevin phillips also scheduled to start  with henri camara rested.  - brentford boss martin allen:  after conceding eight goals in our last three matches  i have to admit i m not very confident.  there s no doubt we re the underdogs and after defending so poorly recently it s not looking good.  southampton have just drawn with the premiership champions and that makes our task harder than it was already.    - southampton boss harry redknapp:  we know they can give us problems.  brentford have done well but we are the premiership side and should have the better players.  staying in the premiership is our priority. we want to win  of course we do. we ll battle but if it comes to a football match i think we ll win.  key match stats   - brentford are the lowest ranked club left in the fa cup. they re on their best run in the competition since reaching the quarter-finals for the fourth time in their history 16 years ago. now they have the carrot of the plum draw in the last eight dangling before them. victory over premiership strugglers southampton  would bring the mighty manchester united to griffin park and a gigantic pay day for the sole league one survivors.   - martin allen s brave side came back from two goals down at st mary s to earn a deserved replay. southampton striker henri camara scored twice from close range to put the saints in command  but isaiah rankin hit back just before half time  and sam sodje headed past a creaky defence on 58 minutes.   - the londoners have conceded six goals in their two subsequent league outings - three each in losing away to hartlepool and drawing at home to sheffield wednesday. but they haven t lost in six league and cup games on home turf - winning three and drawing three since the reverse to torquay on boxing day.   - southampton go into this tie on the back of an eventful premiership match with arsenal on saturday. an angry david prutton pushed referee alan wiley after being shown the red card  but his side still came back to draw 1-1. it was saints  fourth stalemate in succession in all competitions  but didn t lift them out of the relegation zone. the retention of their ever present premier league status must be the number one priority  irrespective of the rewards that success against brentford would bring.   - victory here would set up a repeat of the 1976 final  when saints astounded the football world by defeating tommy docherty s manchester united courtesy of bobby stokes  famous winner. they also knocked out the red devils in 1991 on penalties in the fourth round. but to write another chapter in their fa cup history  the solent side must avoid succumbing to lower division opposition for the first time since rotherham  from the second level  beat them 2-1 in a third round tie at millmoor on 16 january 2002. southampton were last humbled by a club from the third tier six years ago. fulham were then in the second division  when they won a third round replay at craven cottage 1-0 on 13 january 1999.   - to get to within two matches of a second visit to the millennium stadium in three years for the final  harry redknapp must guide his side past a club 36 places inferior on the league ladder  and a manager 19 years his junior  who played under him at west ham. head to head  10th league one  quarter-finals (four times)  18th prem  winners (once)	2	sport
irish markets reach all-time high irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts.  the iseq index of leading shares closed up 23 points to 6661.89 on thursday  fuelled by strong growth in banking and financial stocks. a fall in the rate of inflation to 2.3% in january gave a fresh boost to shares which have advanced 4% this month. the economy is set for strong growth in 2005 while interest rates remain low.  several of ireland s biggest companies saw their market value hit recent highs on thursday. allied irish banks  ireland s biggest company by capitalisation  touched a five year peak while bank of ireland shares rose to their highest level since august 2002.  telecoms firm eircom  which recently revealed that it would re-enter the irish mobile phone market  hit a yearly high. analysts said that economic conditions were benign and irish shares were still trading at a discount to other european markets.  ireland ticks all the boxes as far as international investors are concerned   roy asher  chief investment officer of hibernian investment managers  told reuters.  buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation.   bernard mcalinden  head of equity research at ncb stockbrokers  said equities represented good value compared to other investments.  it is still looking good   he told reuters.  we have seen good economic data on ireland which benefits the financial stocks.  ireland s economic  miracle  is enjoying a second wind  with 5% growth forecast for 2005 and 2006. the economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10% in 2000. however  it has bounced back strongly with growth of just under 5% expected in 2004.	1	business
steady job growth continues in us the us created fewer jobs than expected in december  but analysts said that the dip in hiring was not enough to derail the world s biggest economy.  according to labor department figures  157 000 new jobs were added last month. that took 2004 s total to 2.2 million  the best showing in five years. job creation was one of last year s main concerns for the us economy. while worries still remain  the conditions are set for steady growth in 2005  analysts said. the unemployment rate stayed at 5.4% in december  and about 200 000 jobs will need to be created each month if that figure is to drop.   it was a respectable report   said michael moran  analyst at daiwa securities.   payroll growth in december was a little lighter than the consensus forecast  but we had upward revisions to the prior two months and an increase in manufacturing employment.   manufacturing is a cyclical area of the economy and if it s showing job growth  it s a good indication that the economy is on a solid growth track.  that means that the federal reserve is likely to continue its policy of raising interest rates. the fed lifted borrowing costs five times last year to 2.25%  citing evidence the us economic recovery was becoming more robust.  job creation was one of last year s main concerns for the us economy  and proved to be a main topic of debate in the us presidential election. while demand for workers is far from booming  the conditions are set for steady growth.  overall  compared to the previous year it looks great  it just keeps going stronger and stronger and i expect that to be the case  in 2005  said kurt karl  economist at swiss re in new york. meanwhile  economists cautioned against reading too much into data from the federal reserve showing an unexpected $8.7bn drop in consumer debt in november. a fall in consumer spending  which makes up about two-thirds of all us economic activity  could help limit the extent of any future interest rate rises. but economists said there could be a number of reasons for a fall in the borrowing  which include credit cards and personal loans  while noting that such figures can vary on a month-to-month basis.	1	business
amex shares up on spin-off news shares in american express surged more than 8% on tuesday after it said it was to spin off its less profitable financial advisory subsidiary.  the us credit card to travel services giant said off-loading american express financial advisors (aefa) would boost its profitability. aefa has more than 12 000 advisers selling financial advice  funds and insurance to 2.5 million customers. over the years it has delivered poor profits and even some losses.   this is an excellent move by american express to focus on its core businesses  and sell off a laggard division  which has been a problem for quite some time   said marquis investment research analyst phil kain. analysts estimate that a stand-alone aefa could have a market value of $10bn (£5.3bn). the unit was acquired by american express 20 years ago as investors diversified service  of minneapolis  at a time when firms were amassing one-stop financial empires. however  the business of selling investments was never integrated with the rest of the group.	1	business
latin america sees strong growth latin america s economy grew by 5.5% in 2004  its best performance since 1980  while exports registered their best performance in two decades.  the united nations  economic commission for latin america and the caribbean said the region grew by 5.5% this year. the inter-american development bank (iadb) said regional exports reached $445.1bn (£227bn;331bn euros) in 2004. doubts about the strength of the us recovery and overheating of the chinese economy do however pose risks for 2005. both organisations also warned that high oil prices raise the risk of either inflation or recession.  nevertheless  the economic commission for latin america and the caribbean (eclac) still forecasts growth of 4% for 2005. strong recovery in some countries  such as venezuela and uruguay  boosted the overall performance of the region. eclac also said that the six largest latin american economies (argentina  brazil  chile  colombia  mexico and venezuela) grew by more than 3% for only the second time in 20 years. chinese and us economic strength helped boost exports  as did strong demand for agricultural and mining products. in fact  latin american exports to china grew 34%  to $14bn. higher oil prices also helped boost exports  as mexico and venezuela are important oil exporters. regional blocs as well as free trade agreements with the us contributed to the region s strong performance  the iadb said.	1	business
mcdonald s boss bell dies aged 44 charlie bell  the straight-talking former head of fast-food giant mcdonald s  has died of cancer aged 44.  mr bell was diagnosed with colorectal cancer in may last year  a month after taking over the top job. he resigned in november to fight the illness. joining the company as a 15-year-old part-time worker  mr bell quickly moved through its ranks  becoming australia s youngest store manager at 19. a popular go-getter  he is credited with helping revive mcdonald s sales. mr bell leaves a wife and daughter.  as we mourn his passing  i ask you to keep charlie s family in your hearts and prayers   chief executive james skinner said in a statement.  and remember that in his abbreviated time on this earth  charlie lived life to the fullest.   no matter what cards life dealt  charlie stayed centred on his love for his family and for mcdonald s.   after running the company s australian business in the 1990s  mr bell moved to the us in 1999 to run operations in asia  africa and the middle east. in 2001  he took over the reins in europe  mcdonald s second most important market. he became chief operating officer and president in 2002. mr bell took over as chief executive after his predecessor as ceo  jim cantalupo  died suddenly of a heart attack in april. having worked closely with mr cantalupo  who came out of retirement to turn mcdonald s around  mr bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion. he had promised not to let the company get  fat  dumb and happy   and  according to reuters  once told analysts that he would shove a fire hose down the throat of competitors if he saw them drowning. mr bell oversaw mcdonald s  i m lovin  it  advertising campaign and introduced successes such as mccafe  now the biggest coffee shop brand in australia and new zealand. colleagues said that mr bell was proud of his humble beginnings  helping out behind cash tills and clearing tables when visiting restaurants.	1	business
ink helps drive democracy in asia the kyrgyz republic  a small  mountainous state of the former soviet republic  is using invisible ink and ultraviolet readers in the country s elections as part of a drive to prevent multiple voting.  this new technology is causing both worries and guarded optimism among different sectors of the population. in an effort to live up to its reputation in the 1990s as  an island of democracy   the kyrgyz president  askar akaev  pushed through the law requiring the use of ink during the upcoming parliamentary and presidential elections. the us government agreed to fund all expenses associated with this decision.  the kyrgyz republic is seen by many experts as backsliding from the high point it reached in the mid-1990s with a hastily pushed through referendum in 2003  reducing the legislative branch to one chamber with 75 deputies. the use of ink is only one part of a general effort to show commitment towards more open elections - the german embassy  the soros foundation and the kyrgyz government have all contributed to purchase transparent ballot boxes.  the actual technology behind the ink is not that complicated. the ink is sprayed on a person s left thumb. it dries and is not visible under normal light.  however  the presence of ultraviolet light (of the kind used to verify money) causes the ink to glow with a neon yellow light. at the entrance to each polling station  one election official will scan voter s fingers with uv lamp before allowing them to enter  and every voter will have his/her left thumb sprayed with ink before receiving the ballot. if the ink shows under the uv light the voter will not be allowed to enter the polling station. likewise  any voter who refuses to be inked will not receive the ballot. these elections are assuming even greater significance because of two large factors - the upcoming parliamentary elections are a prelude to a potentially regime changing presidential election in the autumn as well as the echo of recent elections in other former soviet republics  notably ukraine and georgia. the use of ink has been controversial - especially among groups perceived to be pro-government.  widely circulated articles compared the use of ink to the rural practice of marking sheep - a still common metaphor in this primarily agricultural society.  the author of one such article began a petition drive against the use of the ink. the greatest part of the opposition to ink has often been sheer ignorance. local newspapers have carried stories that the ink is harmful  radioactive or even that the ultraviolet readers may cause health problems. others  such as the aggressively middle of the road  coalition of non-governmental organizations  have lauded the move as an important step forward. this type of ink has been used in many elections in the world  in countries as varied as serbia  south africa  indonesia and turkey. the other common type of ink in elections is indelible visible ink - but as the elections in afghanistan showed  improper use of this type of ink can cause additional problems. the use of  invisible  ink is not without its own problems. in most elections  numerous rumors have spread about it.  in serbia  for example  both christian and islamic leaders assured their populations that its use was not contrary to religion. other rumours are associated with how to remove the ink - various soft drinks  solvents and cleaning products are put forward. however  in reality  the ink is very effective at getting under the cuticle of the thumb and difficult to wash off. the ink stays on the finger for at least 72 hours and for up to a week. the use of ink and readers by itself is not a panacea for election ills. the passage of the inking law is  nevertheless  a clear step forward towards free and fair elections.  the country s widely watched parliamentary elections are scheduled for 27 february.  david mikosz works for the ifes  an international  non-profit organisation that supports the building of democratic societies.	0	tech
brewers  profits lose their fizz heineken and carlsberg  two of the world s largest brewers  have reported falling profits after beer sales in western europe fell flat.  dutch firm heineken saw its annual profits drop 33% and warned that earnings in 2005 may also slide. danish brewer carlsberg suffered a 3% fall in profits due to waning demand and increased marketing costs. both are looking to russia and china to provide future growth as western european markets are largely mature.  heineken s net income fell to 537m euros ($701m; £371m) during 2004  from 798m euro a year ago. it blamed weak demand in western europe and currency losses. it had warned in september that the weakening us dollar  which has cut the value of foreign sales  would knock 125m euros off its operating profits. despite the dip in profits  heineken s sales have been improving and total revenue for the year was 10bn euros  up 8.1% from 9.26bn euros in 2003. heineken said it now plans to invest 100m euros in  aggressive  and  high-impact  marketing in europe and the us in 2005. heineken  which also owns the amstel and murphy s stout brands  said it would also seek to cut costs. this may involve closing down breweries.  heineken increased its dividend payment by 25% to 40 euro cents  but warned that the continued impact of a weaker dollar and an increased marketing spend may lead to a drop in 2005 net profit.  carlsberg  the world s fifth-largest brewer  saw annual pre-tax profits fall to 3.4bn danish kroner (456m euros). its beer sales have been affected by the sluggish european economy and by the banning of smoking in pubs in several european countries. nevertheless  total sales increased 4% to 36bn kroner  thanks to strong sales of carlsberg lager in russia and poland. carlsberg is more optimistic than heineken about 2005  projecting a 15% rise in net profits for the year. however  it also plans to cut 200 jobs in sweden  where sales have been hit by demand for cheap  imported brands.  we remain cautious about the medium-to-long term outlook for revenue growth across western europe for a host of economic  social and structural reasons   investment bank merrill lynch said of carlsberg.	1	business
eu to probe alitalia  state aid  the european commission has officially launched an in-depth investigation into whether italian airline alitalia is receiving illegal state aid.  commission officials are to look at rome s provision of a 400m euro ($495m; £275m) loan to the carrier. both the italian government and alitalia have repeatedly denied that the money - part of a vital restructuring plan - is state aid. the investigation could take up to 18 months. however  transport commissioner jacques barrot said he wanted it to be carried out as swiftly as possible.  the italian authorities have presented a serious industrial plan   said mr barot.  we now have to verify certain aspects to confirm that this plan contains no state aid. i would like our analysis to be completed swiftly.   the matter of possible state aid was brought to the commission s attention by eight of alitalia s rivals  including germany s lufthansa  british airways and spain s iberia. while alitalia needs to restructure to bring itself back to profitability  the rival carriers say it has both violated state aid rules and threatened competition. alitalia lost 330m euros in 2003 as it struggled to get to grips with high costs  spiralling oil prices  competition from budget carriers and reduced demand. it plans to split into az fly and az services  which will handle air and ground services respectively. alitalia already enjoyed state aid in 1997. eu rules prevent that from happening again in what is known as the  one time  last time  rule for airlines. otherwise  eu regulations on state aid stipulate that governments may help companies financially  but only on the same terms as a commercial investor. the airline declined to comment on the commission decision.	1	business
borders 19-20 ulster ulster clung on for a morale-boosting celtic league win over bottom club borders at netherdale on friday night.  a late try by borders substitute jonny weston had set up a dramatic finish  but the scottish side could not complete the fightback. ulster had led 20-6 with tries from paul steinmetz and bryn cunningham. but the irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. borders had edged ahead with a sixth-minute penalty by charlie hore - only to hand the visitors the initiative via a gift try. calum macrae surrendered possession before centre steinmetz sent a chip into the danger zone. substitute joe pattison - who had come on for the injured gareth morton - wrongly thought the ball was trickling out of play and eased up on the chase.  the speedy steinmetz had other ideas and he raced up to get the vital touch in the nick of time  giving adam larkin an easy conversion. ally warnock clawed back three points for borders  but they were soon hit by another double-blow. first  mark blair was yellow carded for killing the ball on the ground and then full-back cunningham bagged the second touchdown in the wake of fine work by skipper andy ward. larkin again added the extras. even worse was to come for borders when larkin kicked two more penalties just before the break  the second of which also led to kelly brown being sin-binned. the hosts gave themselves a glimmer of hope immediately after the restart  however  when warnock struck a penalty at the other end. and he repeated the feat to set up the tense finale. ulster coach mark mccall said he was delighted to get the victory.  borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time   said mccall.  in the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.   morton  moffat  macrae  hore  berthinussen  warnock  moore  thomson  ford  douglas  blair  stewart  gray  brown  mcentee.  kay  parr  mcgee  rennick  weston  millar  pattison.  cunningham  maxwell  bell  steinmetz  howe  larkin  campbell  s. best  shields  moore  frost  mccullough  ward  feather  n. best.  brady  mccormick  longwell  browne  doak  s. young  bowe.  phil fear (wru)	2	sport
ba to suspend two saudi services british airways is to halt its flights from london heathrow to jeddah and riyadh in saudi arabia from 27 march.  the airline said the decision was a commercial one due to reduced passenger demand for the services. ba currently operates four flights per week from heathrow to jeddah  and three weekly journeys to riyadh. it suspended flights to saudi arabia for three weeks in autumn 2003 after a government warning about a  threat to uk aviation interests in saudi arabia .  ba will now suspend the saudi flights - which it says will remain  under constant review  - from 27 march.  the decision to suspend flights between the uk and saudi arabia is a difficult one to make as we have enjoyed a long history of flying between the two countries   said ba director of commercial planning  robert boyle.  however  the routes don t currently make a profitable contribution to our business and we are unable to sustain them while this remains the case.  passengers with flights booked after the suspension date will be contacted by ba for alternative arrangements to be made.	1	business
straw praises kashmir moves the uk has welcomed the decision by india and pakistan to open a bus link across the ceasefire line dividing the disputed region of kashmir.  foreign secretary jack straw  touring south east asian countries  praised the  spirit of cooperation  in achieving the breakthrough. media reports in both countries describe the deal as a major step in the ongoing peace process. mr straw said he hoped the agreement would make a difference to kashmiris. the bus service was one of several announcements made after a meeting of foreign ministers of both countries in islamabad on wednesday. kashmiri politicians on both sides of the line of control which divides the region welcomed the move.  in a statement  mr straw said the bus service between srinagar and muzaffarabad  will be able to reunite families that have been divided for decades .  this will make a real difference to the lives of kashmiris on both sides of the line of control   he said.  i warmly applaud the efforts of both india and pakistan to make this happen.  this spirit of cooperation will  i hope  lead to many more measures that will benefit all in the region.   on thursday mr straw was in india visiting sikhism s holiest shrine  the golden temple in amritsar where he tried his hand at making indian bread or roti. he is due to take part in talks with the indian government on friday. a second bus service linking the pakistani city of lahore with amritsar in india was also announced as well as a rail link between rajasthan state and pakistan s sindh province. both sides agreed to begin talks on reducing the risk of nuclear accidents and also said they planned to reopen their respective consulates in karachi and mumbai (bombay). the mountainous region of kashmir has been a flashpoint between the two nuclear powers for more than 50 years.	4	politics
norway upholds  napster  ruling a norwegian student who ran a website which linked to downloadable mp3 files has been ordered to pay compensation by the country s supreme court.  frank allan bruvik was ordered to pay 100 000 kroner (£8 000) to the music industry in norway. he was a student when he set up his napster.no site  which allowed users to submit and receive links to mp3 files. bruvik had earlier been cleared on appeal after a lower court had found for the music industry. music industry bosses in norway said the ruling would help build confidence in the internet as a distribution medium.  frank allan bruvik set up the napster.no website as part of a school project in 2001 while studying computer engineering in the norwegian town of lillehammer. the website was not associated with the napster.com site in the usa  which had been operating since 1999 and was already facing legal action.  bruvik s site was online between august and november 2001  and while it did not host any music  at its peak it was providing links to more than 170 free files on other servers. as well as providing links  the site allowed those visiting it to submit links that could later be accessed by other visitors. a legal complaint for copyright violation was filed by groups including norway s performing rights society  tono  and the norwegian branches of sony music and universal music  who saw it as an important test of principle.  a norwegian court ruled in 2003 that bruvik would have to pay 100 000 kroner to the music industry  but the country s court of appeal cleared him  saying that the copyright violation occurred when others posted the music. however  the supreme court stated that the music was clearly published in violation of copyright law it added that the case was decided based on the responsibility for abetting an illegal act  and that bruvik s actions were premeditated. norway s music industry said it was satisfied with the ruling  because showed that music piracy would not be accepted.  meanwhile  in the usa a further 717 lawsuits against people alleged to have traded copyrighted songs were filed this week by the recording industry association of america. the suits  brought on behalf of the major record companies  cite the individuals for illegally distributing music via unauthorized peer-to-peer services such as kazaa and edonkey. as with preceding cases  the fresh action was made against so-called  john doe  defendants  who are identified only by the codes given to their computers  internet connections.	0	tech
peers debate crown succession law peers are debating proposals to change the rules governing the succession to the throne.  labour peer lord dubs  succession to the crown bill aims to end the right of male heirs to succeed to the crown even if they have an older sister. the private member s bill would also abolish the ban on heirs to the throne marrying roman catholics. the fabian society s sundar katwala said the change was  long overdue  and that he expected a  warm response . the political reform group s general secretary told bbc radio 4 s today programme there were some  very out-dated features  at the heart of britain s constitution.   in 1998 the government said in principle it supported the idea of ending gender discrimination and that it would consult on how to come forward with its own measures.  we hope they are warm towards it and don t say this is the wrong time.  he pointed out that it was 30 years since the sex discrimination act and urged politicians on all sides to back the bill. mr katwala added:  this is long overdue. parliament will have to do it eventually  the government  and i hope all of the political parties  might think this is a very simple thing to have in their manifestos.   but he acknowledged that even if the bill did win support  it was unlikely to become law because the legislative programme is likely to be squeezed by the coming general election. he said he hoped the bill would be a  gentle nudge  to the government and suggested it would  demand a response . the bill  which is in the lords for its second reading  has been adopted by former chief whip ann taylor in the commons. the rule of succession is regulated not only through descent and tradition but also by the act of settlement which confirmed in 1701 that it was for parliament to determine the title to the throne.	4	politics
ray dvd beats box office takings oscar-nominated film biopic ray has surpassed its us box office takings with a combined tally of $80m (£43m) from dvd and video sales and rentals.  ray s success on dvd outstripped its $74m (£40m) us box office total  earning more than $40m (£22m) on the first day of the dvd s release alone. ray has been nominated in six oscar categories including best film and best actor for jamie foxx. the film recounts the life of blues singer ray charles  who died in 2004. in its first week on home entertainment release the film was the number one selling dvd  with the limited edition version coming in at number 11. sony horror film the grudge  starring michelle gellar  was the us  second best-selling dvd  with jennifer lopez and richard gere s romantic comedy shall we dance  at number three. foxx s critically acclaimed performance as ray has already earned him a screen actors guild award for best actor  as well as a prestigious golden globe. ray director taylor hackford  responsible for the classic 1982 film an officer and a gentleman  has also received an oscar nomination in the best director category. the film s three other oscar nominations are for costume  film editing and sound mixing.	3	entertainment
cars pull down us retail figures us retail sales fell 0.3% in january  the biggest monthly decline since last august  driven down by a heavy fall in car sales.  the 3.3% fall in car sales had been expected  coming after december s 4% rise in car sales  fuelled by generous pre-christmas special offers. excluding the car sector  us retail sales were up 0.6% in january  twice what some analysts had been expecting. us retail spending is expected to rise in 2005  but not as quickly as in 2004.  steve gallagher  us chief economist at sg corporate & investment banking  said january s figures were  decent numbers .   we are not seeing the numbers that we saw in the second half of 2004  but they are still pretty healthy   he added. sales at appliance and electronic stores were down 0.6% in january  while sales at hardware stores dropped by 0.3% and furniture store sales dipped 0.1%. sales at clothing and clothing accessory stores jumped 1.8%  while sales at general merchandise stores  a category that includes department stores  rose by 0.9%. these strong gains were in part put down to consumers spending gift vouchers they had been given for christmas.  sales at restaurants  bars and coffee houses rose by 0.3%  while grocery store sales were up 0.5%. in december  overall retail sales rose by 1.1%. excluding the car sector  sales rose by just 0.3%. parul jain  deputy chief economist at nomura securities international  said consumer spending would continue to rise in 2005  only at a slower rate of growth than in 2004.  consumers continue to retain their strength in the first quarter   he said. van rourke  a bond strategist at popular securities  agreed that the latest retail sales figures were  slightly stronger than expected .	1	business
